Location,Offense_Category,Volume
Jail/Prison/Penit/Corr Facility,Kidnapping_Abduction,32
Jail/Prison/Penit/Corr Facility,Sex,890
Jail/Prison/Penit/Corr Facility,Arson,86
Jail/Prison/Penit/Corr Facility,Bribery,32
Jail/Prison/Penit/Corr Facility,Burglary/Breaking & Entering,61
Jail/Prison/Penit/Corr Facility,Counterfeiting/Forgery,351
Jail/Prison/Penit/Corr Facility,Destruction/Damage/Vandalism ,3736
Jail/Prison/Penit/Corr Facility,Embezzlement,9
Jail/Prison/Penit/Corr Facility,Extortion/Blackmail,16
Jail/Prison/Penit/Corr Facility,Fraud,673
Jail/Prison/Penit/Corr Facility,Larceny/Theft,818
Jail/Prison/Penit/Corr Facility,Motor Vehicle Theft,47
Jail/Prison/Penit/Corr Facility,Robbery,38
Jail/Prison/Penit/Corr Facility,Stolen Property,88
Jail/Prison/Penit/Corr Facility,Animal Cruelty,1
Jail/Prison/Penit/Corr Facility,Drug/Narcotic,11429
Jail/Prison/Penit/Corr Facility,Gambling,1
Jail/Prison/Penit/Corr Facility,Pornography/Obscene Material,80
Jail/Prison/Penit/Corr Facility,Prostitution,9
Jail/Prison/Penit/Corr Facility,Weapon Law Violations,705
Lake/Waterway/Beach,Assault,1881
Lake/Waterway/Beach,Homicide,25
Lake/Waterway/Beach,Human Trafficking,1
Lake/Waterway/Beach,Kidnapping_Abduction,16
Lake/Waterway/Beach,Sex,253
Lake/Waterway/Beach,Arson,31
Lake/Waterway/Beach,Bribery,1
Lake/Waterway/Beach,Burglary/Breaking & Entering,141
Lake/Waterway/Beach,Counterfeiting/Forgery,13
Lake/Waterway/Beach,Destruction/Damage/Vandalism ,1068
Lake/Waterway/Beach,Embezzlement,4
Lake/Waterway/Beach,Extortion/Blackmail,3
Lake/Waterway/Beach,Fraud,88
Lake/Waterway/Beach,Larceny/Theft,3109
Lake/Waterway/Beach,Motor Vehicle Theft,192
Lake/Waterway/Beach,Robbery,54
Lake/Waterway/Beach,Stolen Property,83
Lake/Waterway/Beach,Animal Cruelty,30
Lake/Waterway/Beach,Drug/Narcotic,1441
Lake/Waterway/Beach,Gambling,0
Lake/Waterway/Beach,Pornography/Obscene Material,6
Lake/Waterway/Beach,Prostitution,3
Lake/Waterway/Beach,Weapon Law Violations,201
Liquor Store,Assault,1918
Liquor Store,Homicide,13
Liquor Store,Human Trafficking,0
Liquor Store,Kidnapping_Abduction,11
Liquor Store,Sex,32
Liquor Store,Arson,20
Liquor Store,Bribery,1
Liquor Store,Burglary/Breaking & Entering,1404
Liquor Store,Counterfeiting/Forgery,669
Liquor Store,Destruction/Damage/Vandalism ,1379
Liquor Store,Embezzlement,89
Liquor Store,Extortion/Blackmail,5
Liquor Store,Fraud,1073
Liquor Store,Larceny/Theft,9927
Liquor Store,Motor Vehicle Theft,300
Liquor Store,Robbery,554
Liquor Store,Stolen Property,63
Liquor Store,Animal Cruelty,1
Liquor Store,Drug/Narcotic,439
Liquor Store,Gambling,0
Liquor Store,Pornography/Obscene Material,4
Liquor Store,Prostitution,1
Liquor Store,Weapon Law Violations,236
Military Installation,Assault,61
Military Installation,Homicide,0
Military Installation,Human Trafficking,0
Military Installation,Kidnapping_Abduction,1
Military Installation,Sex,17
Military Installation,Arson,1
Military Installation,Bribery,0
Military Installation,Burglary/Breaking & Entering,12
Military Installation,Counterfeiting/Forgery,4
Military Installation,Destruction/Damage/Vandalism ,38
Military Installation,Embezzlement,0
Military Installation,Extortion/Blackmail,2
Military Installation,Fraud,24
Military Installation,Larceny/Theft,76
Military Installation,Motor Vehicle Theft,12
Military Installation,Robbery,0
Military Installation,Stolen Property,1
Military Installation,Animal Cruelty,1
Military Installation,Drug/Narcotic,48
Military Installation,Gambling,0
Military Installation,Pornography/Obscene Material,2
Military Installation,Prostitution,0
Military Installation,Weapon Law Violations,10
Park/Playground,Assault,15200
Park/Playground,Homicide,104
Park/Playground,Human Trafficking,16
Park/Playground,Kidnapping_Abduction,198
Park/Playground,Sex,1674
Park/Playground,Arson,591
Park/Playground,Bribery,3
Park/Playground,Burglary/Breaking & Entering,1084
Park/Playground,Counterfeiting/Forgery,105
Park/Playground,Destruction/Damage/Vandalism ,14091
Park/Playground,Embezzlement,13
Park/Playground,Extortion/Blackmail,12
Park/Playground,Fraud,994
Park/Playground,Larceny/Theft,14682
Park/Playground,Motor Vehicle Theft,996
Park/Playground,Robbery,1802
Park/Playground,Stolen Property,350
Park/Playground,Animal Cruelty,118
Park/Playground,Drug/Narcotic,10054
Park/Playground,Gambling,4
Park/Playground,Pornography/Obscene Material,60
Park/Playground,Prostitution,27
Park/Playground,Weapon Law Violations,1504
Parking/Drop Lot/Garage,Assault,90832
Parking/Drop Lot/Garage,Homicide,917
Parking/Drop Lot/Garage,Human Trafficking,35
Parking/Drop Lot/Garage,Kidnapping_Abduction,1277
Parking/Drop Lot/Garage,Sex,2686
Parking/Drop Lot/Garage,Arson,1460
Parking/Drop Lot/Garage,Bribery,38
Parking/Drop Lot/Garage,Burglary/Breaking & Entering,14814
Parking/Drop Lot/Garage,Counterfeiting/Forgery,1906
Parking/Drop Lot/Garage,Destruction/Damage/Vandalism ,133442
Parking/Drop Lot/Garage,Embezzlement,278
Parking/Drop Lot/Garage,Extortion/Blackmail,59
Parking/Drop Lot/Garage,Fraud,9685
Parking/Drop Lot/Garage,Larceny/Theft,304584
Parking/Drop Lot/Garage,Motor Vehicle Theft,90130
Parking/Drop Lot/Garage,Robbery,12865
Parking/Drop Lot/Garage,Stolen Property,8175
Parking/Drop Lot/Garage,Animal Cruelty,640
Parking/Drop Lot/Garage,Drug/Narcotic,92544
Parking/Drop Lot/Garage,Gambling,9
Parking/Drop Lot/Garage,Pornography/Obscene Material,130
Parking/Drop Lot/Garage,Prostitution,465
Parking/Drop Lot/Garage,Weapon Law Violations,14236
Rental Storage Facility,Assault,1992
Rental Storage Facility,Homicide,10
Rental Storage Facility,Human Trafficking,3
Rental Storage Facility,Kidnapping_Abduction,58
Rental Storage Facility,Sex,123
Rental Storage Facility,Arson,76
Rental Storage Facility,Bribery,1
Rental Storage Facility,Burglary/Breaking & Entering,23763
Rental Storage Facility,Counterfeiting/Forgery,104
Rental Storage Facility,Destruction/Damage/Vandalism ,8968
Rental Storage Facility,Embezzlement,109
Rental Storage Facility,Extortion/Blackmail,15
Rental Storage Facility,Fraud,1264
Rental Storage Facility,Larceny/Theft,12478
Rental Storage Facility,Motor Vehicle Theft,2640
Rental Storage Facility,Robbery,89
Rental Storage Facility,Stolen Property,390
Rental Storage Facility,Animal Cruelty,20
Rental Storage Facility,Drug/Narcotic,1322
Rental Storage Facility,Gambling,1
Rental Storage Facility,Pornography/Obscene Material,20
Rental Storage Facility,Prostitution,0
Rental Storage Facility,Weapon Law Violations,218
Residence/Home,Assault,1323177
Residence/Home,Homicide,5710
Residence/Home,Human Trafficking,625
Residence/Home,Kidnapping_Abduction,20721
Residence/Home,Sex,91344
Residence/Home,Arson,10503
Residence/Home,Bribery,222
Residence/Home,Burglary/Breaking & Entering,325518
Residence/Home,Counterfeiting/Forgery,16475
Residence/Home,Destruction/Damage/Vandalism ,481648
Residence/Home,Embezzlement,2898
Residence/Home,Extortion/Blackmail,5886
Residence/Home,Fraud,265702
Residence/Home,Larceny/Theft,886786
Residence/Home,Motor Vehicle Theft,162740
Residence/Home,Robbery,22130
Residence/Home,Stolen Property,14258
Residence/Home,Animal Cruelty,8160
Residence/Home,Drug/Narcotic,161151
Residence/Home,Gambling,173
Residence/Home,Pornography/Obscene Material,14679
Residence/Home,Prostitution,1022
Residence/Home,Weapon Law Violations,49612
Rest Area,Assault,949
Rest Area,Homicide,1
Rest Area,Human Trafficking,0
Rest Area,Kidnapping_Abduction,6
Rest Area,Sex,64
Rest Area,Arson,12
Rest Area,Bribery,0
Rest Area,Burglary/Breaking & Entering,63
Rest Area,Counterfeiting/Forgery,14
Rest Area,Destruction/Damage/Vandalism ,448
Rest Area,Embezzlement,2
Rest Area,Extortion/Blackmail,5
Rest Area,Fraud,72
Rest Area,Larceny/Theft,574
Rest Area,Motor Vehicle Theft,75
Rest Area,Robbery,38
Rest Area,Stolen Property,24
Rest Area,Animal Cruelty,0
Rest Area,Drug/Narcotic,435
Rest Area,Gambling,1
Rest Area,Pornography/Obscene Material,5
Rest Area,Prostitution,3
Rest Area,Weapon Law Violations,70
Restaurant,Assault,27193
Restaurant,Homicide,88
Restaurant,Human Trafficking,20
Restaurant,Kidnapping_Abduction,271
Restaurant,Sex,773
Restaurant,Arson,224
Restaurant,Bribery,7
Restaurant,Burglary/Breaking & Entering,12571
Restaurant,Counterfeiting/Forgery,7455
Restaurant,Destruction/Damage/Vandalism ,15202
Restaurant,Embezzlement,1749
Restaurant,Extortion/Blackmail,39
Restaurant,Fraud,13043
Restaurant,Larceny/Theft,30774
Restaurant,Motor Vehicle Theft,2310
Restaurant,Robbery,2898
Restaurant,Stolen Property,505
Restaurant,Animal Cruelty,36
Restaurant,Drug/Narcotic,6772
Restaurant,Gambling,24
Restaurant,Pornography/Obscene Material,81
Restaurant,Prostitution,34
Restaurant,Weapon Law Violations,1165
School/College,Assault,5501
School/College,Homicide,1
School/College,Human Trafficking,1
School/College,Kidnapping_Abduction,34
School/College,Sex,509
School/College,Arson,80
School/College,Bribery,4
School/College,Burglary/Breaking & Entering,834
School/College,Counterfeiting/Forgery,126
School/College,Destruction/Damage/Vandalism ,2883
School/College,Embezzlement,21
School/College,Extortion/Blackmail,22
School/College,Fraud,544
School/College,Larceny/Theft,3460
School/College,Motor Vehicle Theft,153
School/College,Robbery,68
School/College,Stolen Property,38
School/College,Animal Cruelty,5
School/College,Drug/Narcotic,3200
School/College,Gambling,3
School/College,Pornography/Obscene Material,181
School/College,Prostitution,3
School/College,Weapon Law Violations,344
School-College/University,Assault,3284
School-College/University,Homicide,4
School-College/University,Human Trafficking,0
School-College/University,Kidnapping_Abduction,48
School-College/University,Sex,544
School-College/University,Arson,87
School-College/University,Bribery,0
School-College/University,Burglary/Breaking & Entering,1305
School-College/University,Counterfeiting/Forgery,358
School-College/University,Destruction/Damage/Vandalism ,5429
School-College/University,Embezzlement,48
School-College/University,Extortion/Blackmail,115
School-College/University,Fraud,2059
School-College/University,Larceny/Theft,9340
School-College/University,Motor Vehicle Theft,422
School-College/University,Robbery,87
School-College/University,Stolen Property,110
School-College/University,Animal Cruelty,10
School-College/University,Drug/Narcotic,4176
School-College/University,Gambling,0
School-College/University,Pornography/Obscene Material,104
School-College/University,Prostitution,4
School-College/University,Weapon Law Violations,333
School-Elementary/Secondary,Assault,25589
School-Elementary/Secondary,Homicide,10
School-Elementary/Secondary,Human Trafficking,7
School-Elementary/Secondary,Kidnapping_Abduction,185
School-Elementary/Secondary,Sex,2377
School-Elementary/Secondary,Arson,347
School-Elementary/Secondary,Bribery,1
School-Elementary/Secondary,Burglary/Breaking & Entering,2862
School-Elementary/Secondary,Counterfeiting/Forgery,218
School-Elementary/Secondary,Destruction/Damage/Vandalism ,8179
School-Elementary/Secondary,Embezzlement,48
School-Elementary/Secondary,Extortion/Blackmail,38
School-Elementary/Secondary,Fraud,1206
School-Elementary/Secondary,Larceny/Theft,9237
School-Elementary/Secondary,Motor Vehicle Theft,342
School-Elementary/Secondary,Robbery,233
School-Elementary/Secondary,Stolen Property,166
School-Elementary/Secondary,Animal Cruelty,13
School-Elementary/Secondary,Drug/Narcotic,10813
School-Elementary/Secondary,Gambling,6
School-Elementary/Secondary,Pornography/Obscene Material,1175
School-Elementary/Secondary,Prostitution,7
School-Elementary/Secondary,Weapon Law Violations,2148
Service/Gas Station,Assault,17341
Service/Gas Station,Homicide,124
Service/Gas Station,Human Trafficking,7
Service/Gas Station,Kidnapping_Abduction,287
Service/Gas Station,Sex,274
Service/Gas Station,Arson,132
Service/Gas Station,Bribery,3
Service/Gas Station,Burglary/Breaking & Entering,4876
Service/Gas Station,Counterfeiting/Forgery,3909
Service/Gas Station,Destruction/Damage/Vandalism ,9511
Service/Gas Station,Embezzlement,869
Service/Gas Station,Extortion/Blackmail,28
Service/Gas Station,Fraud,10812
Service/Gas Station,Larceny/Theft,50414
Service/Gas Station,Motor Vehicle Theft,8424
Service/Gas Station,Robbery,4705
Service/Gas Station,Stolen Property,1420
Service/Gas Station,Animal Cruelty,20
Service/Gas Station,Drug/Narcotic,14559
Service/Gas Station,Gambling,30
Service/Gas Station,Pornography/Obscene Material,16
Service/Gas Station,Prostitution,55
Service/Gas Station,Weapon Law Violations,2194
Shelter-Mission/Homeless,Assault,3015
Shelter-Mission/Homeless,Homicide,7
Shelter-Mission/Homeless,Human Trafficking,2
Shelter-Mission/Homeless,Kidnapping_Abduction,13
Shelter-Mission/Homeless,Sex,159
Shelter-Mission/Homeless,Arson,13
Shelter-Mission/Homeless,Bribery,1
Shelter-Mission/Homeless,Burglary/Breaking & Entering,138
Shelter-Mission/Homeless,Counterfeiting/Forgery,15
Shelter-Mission/Homeless,Destruction/Damage/Vandalism ,500
Shelter-Mission/Homeless,Embezzlement,12
Shelter-Mission/Homeless,Extortion/Blackmail,4
Shelter-Mission/Homeless,Fraud,139
Shelter-Mission/Homeless,Larceny/Theft,1720
Shelter-Mission/Homeless,Motor Vehicle Theft,62
Shelter-Mission/Homeless,Robbery,77
Shelter-Mission/Homeless,Stolen Property,26
Shelter-Mission/Homeless,Animal Cruelty,8
Shelter-Mission/Homeless,Drug/Narcotic,447
Shelter-Mission/Homeless,Gambling,0
Shelter-Mission/Homeless,Pornography/Obscene Material,10
Shelter-Mission/Homeless,Prostitution,2
Shelter-Mission/Homeless,Weapon Law Violations,34
Shopping Mall,Assault,2720
Shopping Mall,Homicide,15
Shopping Mall,Human Trafficking,2
Shopping Mall,Kidnapping_Abduction,33
Shopping Mall,Sex,133
Shopping Mall,Arson,32
Shopping Mall,Bribery,2
Shopping Mall,Burglary/Breaking & Entering,719
Shopping Mall,Counterfeiting/Forgery,265
Shopping Mall,Destruction/Damage/Vandalism ,1567
Shopping Mall,Embezzlement,112
Shopping Mall,Extortion/Blackmail,4
Shopping Mall,Fraud,1823
Shopping Mall,Larceny/Theft,15766
Shopping Mall,Motor Vehicle Theft,524
Shopping Mall,Robbery,427
Shopping Mall,Stolen Property,259
Shopping Mall,Animal Cruelty,26
Shopping Mall,Drug/Narcotic,1439
Shopping Mall,Gambling,16
Shopping Mall,Pornography/Obscene Material,13
Shopping Mall,Prostitution,16
Shopping Mall,Weapon Law Violations,272
Specialty Store,Assault,8879
Specialty Store,Homicide,26
Specialty Store,Human Trafficking,3
Specialty Store,Kidnapping_Abduction,113
Specialty Store,Sex,342
Specialty Store,Arson,170
Specialty Store,Bribery,3
Specialty Store,Burglary/Breaking & Entering,14941
Specialty Store,Counterfeiting/Forgery,3889
Specialty Store,Destruction/Damage/Vandalism ,14732
Specialty Store,Embezzlement,1492
Specialty Store,Extortion/Blackmail,36
Specialty Store,Fraud,18930
Specialty Store,Larceny/Theft,79846
Specialty Store,Motor Vehicle Theft,3500
Specialty Store,Robbery,2816
Specialty Store,Stolen Property,1392
Specialty Store,Animal Cruelty,43
Specialty Store,Drug/Narcotic,4370
Specialty Store,Gambling,40
Specialty Store,Pornography/Obscene Material,52
Specialty Store,Prostitution,51
Specialty Store,Weapon Law Violations,2604
Tribal Lands,Assault,99
Tribal Lands,Homicide,0
Tribal Lands,Human Trafficking,1
Tribal Lands,Kidnapping_Abduction,1
Tribal Lands,Sex,12
Tribal Lands,Arson,1
Tribal Lands,Bribery,0
Tribal Lands,Burglary/Breaking & Entering,20
Tribal Lands,Counterfeiting/Forgery,5
Tribal Lands,Destruction/Damage/Vandalism ,58
Tribal Lands,Embezzlement,1
Tribal Lands,Extortion/Blackmail,0
Tribal Lands,Fraud,29
Tribal Lands,Larceny/Theft,125
Tribal Lands,Motor Vehicle Theft,27
Tribal Lands,Robbery,4
Tribal Lands,Stolen Property,6
Tribal Lands,Animal Cruelty,0
Tribal Lands,Drug/Narcotic,60
Tribal Lands,Gambling,1
Tribal Lands,Pornography/Obscene Material,0
Tribal Lands,Prostitution,0
Tribal Lands,Weapon Law Violations,11
Other/Unknown,Assault,57502
Other/Unknown,Homicide,372
Other/Unknown,Human Trafficking,195
Other/Unknown,Kidnapping_Abduction,918
Other/Unknown,Sex,6582
Other/Unknown,Arson,1096
Other/Unknown,Bribery,29
Other/Unknown,Burglary/Breaking & Entering,27350
Other/Unknown,Counterfeiting/Forgery,8220
Other/Unknown,Destruction/Damage/Vandalism ,46179
Other/Unknown,Embezzlement,1274
Other/Unknown,Extortion/Blackmail,695
Other/Unknown,Fraud,90354
Other/Unknown,Larceny/Theft,117217
Other/Unknown,Motor Vehicle Theft,13669
Other/Unknown,Robbery,2873
Other/Unknown,Stolen Property,3080
Other/Unknown,Animal Cruelty,549
Other/Unknown,Drug/Narcotic,29096
Other/Unknown,Gambling,132
Other/Unknown,Pornography/Obscene Material,3029
Other/Unknown,Prostitution,379
Other/Unknown,Weapon Law Violations,5109
