State,Offense_Category,Offense_Type,Volume
Ohio,Destruction/Damage/Vandalism ,Property,61775
Ohio,Embezzlement,Property,113
Ohio,Extortion/Blackmail,Property,383
Ohio,Fraud,Property,18935
Ohio,Larceny/Theft,Property,130184
Ohio,Motor Vehicle Theft,Property,17091
Ohio,Robbery,Property,6954
Ohio,Stolen Property,Property,3896
Ohio,Animal Cruelty,Society,218
Ohio,Drug/Narcotic,Society,48301
Ohio,Gambling,Society,3
Ohio,Pornography/Obscene Material,Society,1246
Ohio,Prostitution,Society,409
Ohio,Weapon Law Violations,Society,11788
Oklahoma,Assault,Person,33454
Oklahoma,Homicide,Person,206
Oklahoma,Human Trafficking,Person,12
Oklahoma,Kidnapping_Abduction,Person,459
Oklahoma,Sex,Person,2659
Oklahoma,Arson,Property,539
Oklahoma,Bribery,Property,10
Oklahoma,Burglary/Breaking & Entering,Property,14068
Oklahoma,Counterfeiting/Forgery,Property,2120
Oklahoma,Destruction/Damage/Vandalism ,Property,15546
Oklahoma,Embezzlement,Property,1246
Oklahoma,Extortion/Blackmail,Property,256
Oklahoma,Fraud,Property,14713
Oklahoma,Larceny/Theft,Property,41339
Oklahoma,Motor Vehicle Theft,Property,8637
Oklahoma,Robbery,Property,1227
Oklahoma,Stolen Property,Property,2027
Oklahoma,Animal Cruelty,Society,102
Oklahoma,Drug/Narcotic,Society,15950
Oklahoma,Gambling,Society,1
Oklahoma,Pornography/Obscene Material,Society,513
Oklahoma,Prostitution,Society,75
Oklahoma,Weapon Law Violations,Society,3154
Oregon,Assault,Person,34389
Oregon,Homicide,Person,171
Oregon,Human Trafficking,Person,24
Oregon,Kidnapping_Abduction,Person,445
Oregon,Sex,Person,3194
Oregon,Arson,Property,1315
Oregon,Bribery,Property,11
Oregon,Burglary/Breaking & Entering,Property,13283
Oregon,Counterfeiting/Forgery,Property,3155
Oregon,Destruction/Damage/Vandalism ,Property,35668
Oregon,Embezzlement,Property,253
Oregon,Extortion/Blackmail,Property,160
Oregon,Fraud,Property,16272
Oregon,Larceny/Theft,Property,79717
Oregon,Motor Vehicle Theft,Property,15607
Oregon,Robbery,Property,2105
Oregon,Stolen Property,Property,1069
Oregon,Animal Cruelty,Society,407
Oregon,Drug/Narcotic,Society,15546
Oregon,Gambling,Society,1
Oregon,Pornography/Obscene Material,Society,520
Oregon,Prostitution,Society,116
Oregon,Weapon Law Violations,Society,5799
Pennsylvania,Assault,Person,238
Pennsylvania,Homicide,Person,3
Pennsylvania,Human Trafficking,Person,0
Pennsylvania,Kidnapping_Abduction,Person,5
Pennsylvania,Sex,Person,18
Pennsylvania,Arson,Property,2
Pennsylvania,Bribery,Property,0
Pennsylvania,Burglary/Breaking & Entering,Property,20
Pennsylvania,Counterfeiting/Forgery,Property,20
Pennsylvania,Destruction/Damage/Vandalism ,Property,112
Pennsylvania,Embezzlement,Property,3
Pennsylvania,Extortion/Blackmail,Property,0
Pennsylvania,Fraud,Property,177
Pennsylvania,Larceny/Theft,Property,353
Pennsylvania,Motor Vehicle Theft,Property,18
Pennsylvania,Robbery,Property,6
Pennsylvania,Stolen Property,Property,11
Pennsylvania,Animal Cruelty,Society,1
Pennsylvania,Drug/Narcotic,Society,219
Pennsylvania,Gambling,Society,0
Pennsylvania,Pornography/Obscene Material,Society,7
Pennsylvania,Prostitution,Society,0
Pennsylvania,Weapon Law Violations,Society,40
Rhode Island,Assault,Person,8508
Rhode Island,Homicide,Person,32
Rhode Island,Human Trafficking,Person,3
Rhode Island,Kidnapping_Abduction,Person,52
Rhode Island,Sex,Person,651
Rhode Island,Arson,Property,120
Rhode Island,Bribery,Property,0
Rhode Island,Burglary/Breaking & Entering,Property,1801
Rhode Island,Counterfeiting/Forgery,Property,532
Rhode Island,Destruction/Damage/Vandalism ,Property,6327
Rhode Island,Embezzlement,Property,113
Rhode Island,Extortion/Blackmail,Property,72
Rhode Island,Fraud,Property,4148
Rhode Island,Larceny/Theft,Property,10076
Rhode Island,Motor Vehicle Theft,Property,1496
Rhode Island,Robbery,Property,337
Rhode Island,Stolen Property,Property,432
Rhode Island,Animal Cruelty,Society,35
Rhode Island,Drug/Narcotic,Society,2265
Rhode Island,Gambling,Society,7
Rhode Island,Pornography/Obscene Material,Society,413
Rhode Island,Prostitution,Society,13
Rhode Island,Weapon Law Violations,Society,824
South Carolina,Assault,Person,88748
South Carolina,Homicide,Person,575
South Carolina,Human Trafficking,Person,23
South Carolina,Kidnapping_Abduction,Person,1085
South Carolina,Sex,Person,3654
South Carolina,Arson,Property,710
South Carolina,Bribery,Property,4
South Carolina,Burglary/Breaking & Entering,Property,21659
South Carolina,Counterfeiting/Forgery,Property,4563
South Carolina,Destruction/Damage/Vandalism ,Property,35383
South Carolina,Embezzlement,Property,827
South Carolina,Extortion/Blackmail,Property,208
South Carolina,Fraud,Property,20234
South Carolina,Larceny/Theft,Property,103272
South Carolina,Motor Vehicle Theft,Property,14065
South Carolina,Robbery,Property,3076
South Carolina,Stolen Property,Property,4446
South Carolina,Animal Cruelty,Society,313
South Carolina,Drug/Narcotic,Society,46806
South Carolina,Gambling,Society,40
South Carolina,Pornography/Obscene Material,Society,803
South Carolina,Prostitution,Society,169
South Carolina,Weapon Law Violations,Society,8975
South Dakota,Assault,Person,12063
South Dakota,Homicide,Person,52
South Dakota,Human Trafficking,Person,2
South Dakota,Kidnapping_Abduction,Person,171
South Dakota,Sex,Person,1128
South Dakota,Arson,Property,88
South Dakota,Bribery,Property,0
South Dakota,Burglary/Breaking & Entering,Property,2628
South Dakota,Counterfeiting/Forgery,Property,824
South Dakota,Destruction/Damage/Vandalism ,Property,4871
South Dakota,Embezzlement,Property,227
South Dakota,Extortion/Blackmail,Property,36
South Dakota,Fraud,Property,2323
South Dakota,Larceny/Theft,Property,12987
South Dakota,Motor Vehicle Theft,Property,2120
South Dakota,Robbery,Property,244
South Dakota,Stolen Property,Property,443
South Dakota,Animal Cruelty,Society,21
South Dakota,Drug/Narcotic,Society,12738
South Dakota,Gambling,Society,11
South Dakota,Pornography/Obscene Material,Society,232
South Dakota,Prostitution,Society,33
South Dakota,Weapon Law Violations,Society,724
Tennessee,Assault,Person,136180
Tennessee,Homicide,Person,747
Tennessee,Human Trafficking,Person,40
Tennessee,Kidnapping_Abduction,Person,2028
Tennessee,Sex,Person,5318
Tennessee,Arson,Property,992
Tennessee,Bribery,Property,23
Tennessee,Burglary/Breaking & Entering,Property,25796
Tennessee,Counterfeiting/Forgery,Property,5439
Tennessee,Destruction/Damage/Vandalism ,Property,47632
Tennessee,Embezzlement,Property,1646
Tennessee,Extortion/Blackmail,Property,521
Tennessee,Fraud,Property,25717
Tennessee,Larceny/Theft,Property,126481
Tennessee,Motor Vehicle Theft,Property,20718
Tennessee,Robbery,Property,5604
Tennessee,Stolen Property,Property,2581
Tennessee,Animal Cruelty,Society,423
Tennessee,Drug/Narcotic,Society,79671
Tennessee,Gambling,Society,20
Tennessee,Pornography/Obscene Material,Society,790
Tennessee,Prostitution,Society,340
Tennessee,Weapon Law Violations,Society,12628
Texas,Assault,Person,337069
Texas,Homicide,Person,1792
Texas,Human Trafficking,Person,399
Texas,Kidnapping_Abduction,Person,2758
Texas,Sex,Person,15783
Texas,Arson,Property,2423
Texas,Bribery,Property,75
Texas,Burglary/Breaking & Entering,Property,81815
Texas,Counterfeiting/Forgery,Property,16970
Texas,Destruction/Damage/Vandalism ,Property,136429
Texas,Embezzlement,Property,2025
Texas,Extortion/Blackmail,Property,562
Texas,Fraud,Property,70765
Texas,Larceny/Theft,Property,378566
Texas,Motor Vehicle Theft,Property,69518
Texas,Robbery,Property,23329
Texas,Stolen Property,Property,3274
Texas,Animal Cruelty,Society,2137
Texas,Drug/Narcotic,Society,126171
Texas,Gambling,Society,376
Texas,Pornography/Obscene Material,Society,3523
Texas,Prostitution,Society,1942
Texas,Weapon Law Violations,Society,21031
Utah,Assault,Person,28617
Utah,Homicide,Person,110
Utah,Human Trafficking,Person,66
Utah,Kidnapping_Abduction,Person,891
Utah,Sex,Person,4036
Utah,Arson,Property,277
Utah,Bribery,Property,11
Utah,Burglary/Breaking & Entering,Property,7643
Utah,Counterfeiting/Forgery,Property,2416
Utah,Destruction/Damage/Vandalism ,Property,23095
Utah,Embezzlement,Property,85
Utah,Extortion/Blackmail,Property,264
Utah,Fraud,Property,12573
Utah,Larceny/Theft,Property,53131
Utah,Motor Vehicle Theft,Property,8669
Utah,Robbery,Property,1159
Utah,Stolen Property,Property,2001
Utah,Animal Cruelty,Society,64
Utah,Drug/Narcotic,Society,35355
Utah,Gambling,Society,4
Utah,Pornography/Obscene Material,Society,520
Utah,Prostitution,Society,143
Utah,Weapon Law Violations,Society,3399
Vermont,Assault,Person,3569
Vermont,Homicide,Person,18
Vermont,Human Trafficking,Person,1
Vermont,Kidnapping_Abduction,Person,93
Vermont,Sex,Person,307
Vermont,Arson,Property,42
Vermont,Bribery,Property,1
Vermont,Burglary/Breaking & Entering,Property,976
Vermont,Counterfeiting/Forgery,Property,189
Vermont,Destruction/Damage/Vandalism ,Property,2874
Vermont,Embezzlement,Property,60
Vermont,Extortion/Blackmail,Property,11
Vermont,Fraud,Property,1422
Vermont,Larceny/Theft,Property,6451
Vermont,Motor Vehicle Theft,Property,260
Vermont,Robbery,Property,64
Vermont,Stolen Property,Property,145
Vermont,Animal Cruelty,Society,33
Vermont,Drug/Narcotic,Society,1181
Vermont,Gambling,Society,1
Vermont,Pornography/Obscene Material,Society,88
Vermont,Prostitution,Society,16
Vermont,Weapon Law Violations,Society,78
Virginia,Assault,Person,91564
Virginia,Homicide,Person,588
Virginia,Human Trafficking,Person,60
Virginia,Kidnapping_Abduction,Person,1642
Virginia,Sex,Person,4821
Virginia,Arson,Property,621
Virginia,Bribery,Property,26
Virginia,Burglary/Breaking & Entering,Property,11405
Virginia,Counterfeiting/Forgery,Property,4330
Virginia,Destruction/Damage/Vandalism ,Property,48518
Virginia,Embezzlement,Property,1792
Virginia,Extortion/Blackmail,Property,872
Virginia,Fraud,Property,33569
Virginia,Larceny/Theft,Property,104720
Virginia,Motor Vehicle Theft,Property,10770
Virginia,Robbery,Property,2962
Virginia,Stolen Property,Property,1396
Virginia,Animal Cruelty,Society,1164
Virginia,Drug/Narcotic,Society,56611
Virginia,Gambling,Society,9
Virginia,Pornography/Obscene Material,Society,1894
Virginia,Prostitution,Society,371
Virginia,Weapon Law Violations,Society,14022
Washington,Assault,Person,72069
Washington,Homicide,Person,334
Washington,Human Trafficking,Person,78
Washington,Kidnapping_Abduction,Person,1264
Washington,Sex,Person,5243
Washington,Arson,Property,1297
Washington,Bribery,Property,14
Washington,Burglary/Breaking & Entering,Property,38635
Washington,Counterfeiting/Forgery,Property,4361
Washington,Destruction/Damage/Vandalism ,Property,67070
Washington,Embezzlement,Property,209
Washington,Extortion/Blackmail,Property,646
Washington,Fraud,Property,57591
Washington,Larceny/Theft,Property,148503
Washington,Motor Vehicle Theft,Property,27100
Washington,Robbery,Property,5154
Washington,Stolen Property,Property,5815
Washington,Animal Cruelty,Society,200
Washington,Drug/Narcotic,Society,23864
Washington,Gambling,Society,9
Washington,Pornography/Obscene Material,Society,739
Washington,Prostitution,Society,415
Washington,Weapon Law Violations,Society,5625
West Virginia,Assault,Person,13128
West Virginia,Homicide,Person,121
West Virginia,Human Trafficking,Person,59
West Virginia,Kidnapping_Abduction,Person,137
West Virginia,Sex,Person,1163
West Virginia,Arson,Property,272
West Virginia,Bribery,Property,3
West Virginia,Burglary/Breaking & Entering,Property,4149
West Virginia,Counterfeiting/Forgery,Property,814
West Virginia,Destruction/Damage/Vandalism ,Property,5926
West Virginia,Embezzlement,Property,87
West Virginia,Extortion/Blackmail,Property,8
West Virginia,Fraud,Property,2067
West Virginia,Larceny/Theft,Property,15529
West Virginia,Motor Vehicle Theft,Property,1994
West Virginia,Robbery,Property,311
West Virginia,Stolen Property,Property,720
West Virginia,Animal Cruelty,Society,9
West Virginia,Drug/Narcotic,Society,10653
West Virginia,Gambling,Society,0
West Virginia,Pornography/Obscene Material,Society,495
West Virginia,Prostitution,Society,30
West Virginia,Weapon Law Violations,Society,1592
Wisconsin,Assault,Person,39165
Wisconsin,Homicide,Person,409
Wisconsin,Human Trafficking,Person,85
Wisconsin,Kidnapping_Abduction,Person,938
Wisconsin,Sex,Person,3801
Wisconsin,Arson,Property,545
Wisconsin,Bribery,Property,9
Wisconsin,Burglary/Breaking & Entering,Property,10462
Wisconsin,Counterfeiting/Forgery,Property,1890
Wisconsin,Destruction/Damage/Vandalism ,Property,23765
Wisconsin,Embezzlement,Property,533
Wisconsin,Extortion/Blackmail,Property,242
Wisconsin,Fraud,Property,12793
Wisconsin,Larceny/Theft,Property,54942
Wisconsin,Motor Vehicle Theft,Property,8543
Wisconsin,Robbery,Property,2922
Wisconsin,Stolen Property,Property,1264
Wisconsin,Animal Cruelty,Society,241
Wisconsin,Drug/Narcotic,Society,37553
Wisconsin,Gambling,Society,3
Wisconsin,Pornography/Obscene Material,Society,1418
Wisconsin,Prostitution,Society,216
Wisconsin,Weapon Law Violations,Society,9734
Wyoming,Assault,Person,1085
Wyoming,Homicide,Person,2
Wyoming,Human Trafficking,Person,1
Wyoming,Kidnapping_Abduction,Person,18
Wyoming,Sex,Person,107
Wyoming,Arson,Property,8
Wyoming,Bribery,Property,0
Wyoming,Burglary/Breaking & Entering,Property,161
Wyoming,Counterfeiting/Forgery,Property,51
Wyoming,Destruction/Damage/Vandalism ,Property,404
Wyoming,Embezzlement,Property,5
Wyoming,Extortion/Blackmail,Property,5
Wyoming,Fraud,Property,153
Wyoming,Larceny/Theft,Property,812
Wyoming,Motor Vehicle Theft,Property,74
Wyoming,Robbery,Property,6
Wyoming,Stolen Property,Property,8
Wyoming,Animal Cruelty,Society,29
Wyoming,Drug/Narcotic,Society,803
Wyoming,Gambling,Society,0
Wyoming,Pornography/Obscene Material,Society,7
Wyoming,Prostitution,Society,2
Wyoming,Weapon Law Violations,Society,14
