State,City,Population,Total_law_employees,Total_officers,Total_civilians
Michigan,Oxford,3570,13,9,4
Michigan,Paw Paw,3351,9,8,1
Michigan,Pentwater,847,2,2,0
Michigan,Perry,2084,4,4,0
Michigan,Petoskey,5767,19,18,1
Michigan,Pigeon,1111,2,2,0
Michigan,Pinckney,2419,6,6,0
Michigan,Pittsfield Township,39400,40,39,1
Michigan,Plainwell,3774,9,8,1
Michigan,Pleasant Ridge,2423,5,5,0
Michigan,Plymouth,9159,17,16,1
Michigan,Plymouth Township,26988,43,28,15
Michigan,Portage,49798,78,59,19
Michigan,Port Austin,618,2,2,0
Michigan,Port Huron,28602,62,54,8
Michigan,Portland,3955,6,6,0
Michigan,Potterville,2765,2,2,0
Michigan,Prairieville Township,3534,2,2,0
Michigan,Quincy,1614,3,3,0
Michigan,Raisin Township,7784,4,4,0
Michigan,Reading,1040,2,2,0
Michigan,Redford Township,46510,67,59,8
Michigan,Reed City,2388,4,4,0
Michigan,Reese,1355,2,2,0
Michigan,"Richfield Township, Genesee County",8292,11,9,2
Michigan,"Richfield Township, Roscommon County",3653,4,4,0
Michigan,Richland,841,4,4,0
Michigan,"Richland Township, Saginaw County",3904,4,4,0
Michigan,Richmond,5856,13,10,3
Michigan,River Rouge,7369,27,19,8
Michigan,Riverview,11986,22,21,1
Michigan,Rochester,13362,30,22,8
Michigan,Rockford,6472,11,10,1
Michigan,Rockwood,3145,9,8,1
Michigan,Rogers City,2636,6,6,0
Michigan,Romeo,3607,10,7,3
Michigan,Romulus,23533,55,42,13
Michigan,Roosevelt Park,3793,5,5,0
Michigan,Roseville,46983,70,67,3
Michigan,Rothbury,448,1,1,0
Michigan,Royal Oak,59506,112,78,34
Michigan,Saginaw,47767,63,55,8
Michigan,Saginaw Township,38971,48,43,5
Michigan,Saline,9400,17,13,4
Michigan,Sandusky,2503,6,5,1
Michigan,Saugatuck-Douglas,2322,5,4,1
Michigan,Sault Ste. Marie,13340,25,23,2
Michigan,Schoolcraft,1554,3,3,0
Michigan,Scottville,1211,2,2,0
Michigan,Sebewaing,1618,2,2,0
Michigan,Shelby,2008,2,2,0
Michigan,Shelby Township,81416,101,76,25
Michigan,Shepherd,1484,2,2,0
Michigan,Somerset Township,4520,3,3,0
Michigan,Southfield,72794,149,124,25
Michigan,Southgate,28848,42,37,5
Michigan,South Haven,4341,23,18,5
Michigan,South Lyon,11877,17,16,1
Michigan,South Rockwood,1655,2,2,0
Michigan,Sparta,4429,5,5,0
Michigan,Spring Arbor Township,7838,2,2,0
Michigan,Springport Township,2156,2,2,0
Michigan,Stanton,1423,1,1,0
Michigan,St. Charles,1880,1,1,0
Michigan,St. Clair,5259,8,8,0
Michigan,St. Clair Shores,58898,88,84,4
Michigan,Sterling Heights,132745,171,150,21
Michigan,St. Ignace,2311,5,5,0
Michigan,St. Johns,7954,12,11,1
Michigan,St. Joseph,8313,24,22,2
Michigan,St. Joseph Township,9638,12,11,1
Michigan,St. Louis,7244,8,7,1
Michigan,Stockbridge,1253,2,2,0
Michigan,Sturgis,10831,24,19,5
Michigan,Sumpter Township,9348,18,16,2
Michigan,Sylvan Lake,1869,5,5,0
Michigan,Tawas,4492,5,4,1
Michigan,Taylor,60698,93,79,14
Michigan,Tecumseh,8392,15,14,1
Michigan,Thetford Township,6605,1,1,0
Michigan,Thomas Township,11411,9,8,1
Michigan,Three Oaks,1537,3,3,0
Michigan,Three Rivers,7604,17,15,2
Michigan,Tittabawassee Township,10009,7,6,1
Michigan,Traverse City,15855,33,30,3
Michigan,Trenton,18085,34,33,1
Michigan,Troy,84441,149,103,46
Michigan,Tuscarora Township,2904,9,8,1
Michigan,Ubly,779,1,1,0
Michigan,Unadilla Township,3468,3,3,0
Michigan,Union City,1561,5,5,0
Michigan,Utica,5149,19,15,4
Michigan,Van Buren Township,28355,56,40,16
Michigan,Vassar,2525,5,5,0
Michigan,Vernon,767,1,1,0
Michigan,Vicksburg,3554,6,6,0
Michigan,Walker,25020,41,37,4
Michigan,Walled Lake,7142,6,6,0
Michigan,Warren,133928,234,198,36
Michigan,Waterford Township,72735,79,61,18
Michigan,Watersmeet Township,1350,1,1,0
Michigan,Watervliet,1639,3,3,0
Michigan,Wayland,4241,7,6,1
Michigan,Wayne,16734,26,23,3
Michigan,West Bloomfield Township,65711,110,80,30
Michigan,West Branch,2042,5,5,0
Michigan,Westland,81244,95,77,18
Michigan,White Cloud,1385,2,2,0
Michigan,Whitehall,2846,8,8,0
Michigan,White Lake Township,31505,38,29,9
Michigan,White Pigeon,1526,4,4,0
Michigan,Williamston,3976,7,6,1
Michigan,Wixom,14110,23,20,3
Michigan,Wolverine Lake,4835,7,7,0
Michigan,Woodhaven,12427,31,29,2
Michigan,Wyandotte,24757,46,35,11
Michigan,Wyoming,76071,100,86,14
Michigan,Yale,1861,4,4,0
Michigan,Ypsilanti,20240,35,31,4
Michigan,Zeeland,5540,11,10,1
Michigan,Zilwaukee,1516,1,1,0
Minnesota,Aitkin,1969,7,6,1
Minnesota,Akeley,444,1,1,0
Minnesota,Albany,2787,4,3,1
Minnesota,Albert Lea,17599,29,26,3
Minnesota,Alexandria,13978,27,24,3
Minnesota,Annandale,3549,6,5,1
Minnesota,Anoka,17593,39,29,10
Minnesota,Appleton,1316,3,3,0
Minnesota,Apple Valley,55846,59,51,8
Minnesota,Arlington,2136,5,4,1
Minnesota,Atwater,1117,1,1,0
Minnesota,Audubon,520,1,1,0
Minnesota,Austin,25267,37,34,3
Minnesota,Avon,1613,4,3,1
Minnesota,Babbitt,1485,5,5,0
Minnesota,Bagley,1409,3,3,0
Minnesota,Barnesville,2606,5,5,0
Minnesota,Battle Lake,935,3,3,0
Minnesota,Baxter,8447,16,15,1
Minnesota,Bayport,3799,6,6,0
Minnesota,Becker,4997,8,7,1
Minnesota,Belgrade/Brooten,1535,3,3,0
Minnesota,Belle Plaine,7243,12,10,2
Minnesota,Bemidji,15567,37,34,3
Minnesota,Benson,3022,7,6,1
Minnesota,Big Lake,11355,16,13,3
Minnesota,Blackduck,839,2,2,0
Minnesota,Blaine,66588,81,66,15
Minnesota,Blooming Prairie,1930,3,3,0
Minnesota,Bloomington,85159,145,119,26
Minnesota,Blue Earth,3087,5,5,0
Minnesota,Bovey,782,2,2,0
Minnesota,Braham,1819,5,5,0
Minnesota,Brainerd,13417,27,22,5
Minnesota,Breckenridge,3148,8,8,0
Minnesota,Breezy Point,2424,7,6,1
Minnesota,Breitung Township,611,2,2,0
Minnesota,Brooklyn Center,30744,58,47,11
Minnesota,Brooklyn Park,80897,134,99,35
Minnesota,Brownton,716,1,1,0
Minnesota,Buffalo,16550,21,17,4
Minnesota,Buffalo Lake,680,2,2,0
Minnesota,Burnsville,61445,85,75,10
Minnesota,Caledonia,2741,6,5,1
Minnesota,Callaway,230,1,1,0
Minnesota,Cambridge,9302,15,14,1
Minnesota,Canby,1658,3,3,0
Minnesota,Cannon Falls,4046,8,6,2
Minnesota,Centennial Lakes,11704,18,16,2
Minnesota,Champlin,25517,31,26,5
Minnesota,Chaska,27353,32,26,6
Minnesota,Chatfield,2834,5,5,0
Minnesota,Chisholm,4835,12,11,1
Minnesota,Clara City,1267,2,2,0
Minnesota,Clearbrook,521,1,1,0
Minnesota,Cloquet,11995,23,21,2
Minnesota,Cold Spring/Richmond,5791,11,10,1
Minnesota,Coleraine,1972,2,2,0
Minnesota,Columbia Heights,21291,32,25,7
Minnesota,Coon Rapids,63162,74,63,11
Minnesota,Corcoran,6352,10,9,1
Minnesota,Cottage Grove,37940,47,41,6
Minnesota,Crookston,7749,17,15,2
Minnesota,Crosby,2316,9,8,1
Minnesota,Crosslake,2378,6,6,0
Minnesota,Crystal,22987,40,34,6
Minnesota,Danube,453,1,1,0
Minnesota,Dawson/Boyd,1540,3,3,0
Minnesota,Dayton,6958,10,8,2
Minnesota,Deephaven,3963,8,7,1
Minnesota,Deer River,929,4,4,0
Minnesota,Deerwood,532,3,3,0
Minnesota,Detroit Lakes,9352,19,17,2
Minnesota,Dilworth,4469,8,7,1
Minnesota,Duluth,85555,177,152,25
Minnesota,Dundas,1679,3,3,0
Minnesota,Eagan,66618,86,73,13
Minnesota,Eagle Lake,3172,3,3,0
Minnesota,East Grand Forks,8526,25,23,2
Minnesota,East Range,3558,8,8,0
Minnesota,Eden Prairie,65353,93,70,23
Minnesota,Eden Valley,1039,1,1,0
Minnesota,Edina,53422,77,56,21
Minnesota,Elko New Market,4855,5,5,0
Minnesota,Elk River,25467,42,33,9
Minnesota,Ely,3344,8,7,1
Minnesota,Emily,843,2,2,0
Minnesota,Eveleth,3553,11,10,1
Minnesota,Fairfax,1120,2,2,0
Minnesota,Fairmont,9964,20,18,2
Minnesota,Faribault,23958,43,35,8
Minnesota,Farmington,23318,28,25,3
Minnesota,Fergus Falls,13834,28,23,5
Minnesota,Floodwood,521,3,2,1
Minnesota,Foley,2678,4,4,0
Minnesota,Forest Lake,21230,28,25,3
Minnesota,Frazee,1395,3,3,0
Minnesota,Fridley,27892,51,43,8
Minnesota,Fulda,1197,2,2,0
Minnesota,Gaylord,2196,4,4,0
Minnesota,Gilbert,1779,7,6,1
Minnesota,Glencoe,5532,9,8,1
Minnesota,Glenwood,2617,6,5,1
Minnesota,Glyndon,1370,4,4,0
Minnesota,Golden Valley,22060,43,31,12
Minnesota,Goodhue,1177,2,2,0
Minnesota,Goodview,4119,5,4,1
Minnesota,Grand Rapids,11253,23,20,3
Minnesota,Granite Falls,2677,7,6,1
Minnesota,Hallock,914,1,1,0
Minnesota,Hastings,22959,34,30,4
Minnesota,Hawley,2213,5,5,0
Minnesota,Hector,1039,3,3,0
Minnesota,Henderson,934,2,2,0
Minnesota,Henning,809,2,2,0
Minnesota,Hermantown,9661,18,15,3
Minnesota,Hibbing,15802,29,26,3
Minnesota,Hill City,580,1,1,0
Minnesota,Hokah,543,1,1,0
Minnesota,Hopkins,18568,38,30,8
Minnesota,Houston,963,2,2,0
Minnesota,Howard Lake,2155,3,3,0
Minnesota,Hutchinson,13966,34,22,12
Minnesota,International Falls,5747,12,12,0
Minnesota,Inver Grove Heights,35861,45,40,5
Minnesota,Isanti,6219,11,10,1
Minnesota,Isle,801,4,4,0
Minnesota,Janesville,2251,4,4,0
Minnesota,Jordan,6514,12,10,2
Minnesota,Kasson,6549,9,8,1
Minnesota,Keewatin,1008,3,3,0
Minnesota,La Crescent,5016,9,8,1
Minnesota,Lake City,5129,11,10,1
Minnesota,Lake Crystal,2482,3,3,0
Minnesota,Lakefield,1605,3,3,0
Minnesota,Lake Park,794,2,2,0
Minnesota,Lakes Area,10000,15,13,2
Minnesota,Lake Shore,1064,2,2,0
Minnesota,Lakeville,68688,69,60,9
Minnesota,Le Center,2517,3,3,0
Minnesota,Lester Prairie,1724,3,3,0
Minnesota,Le Sueur,4058,8,7,1
Minnesota,Lewiston,1539,2,2,0
Minnesota,Lino Lakes,22337,28,25,3
Minnesota,Litchfield,6641,11,10,1
Minnesota,Little Falls,8682,17,15,2
Minnesota,Long Prairie,3284,6,6,0
Minnesota,Lonsdale,4269,8,7,1
Minnesota,Madelia,2247,4,4,0
Minnesota,Madison Lake,1192,1,1,0
Minnesota,Mankato,43276,64,56,8
Minnesota,Maple Grove,73939,79,66,13
Minnesota,Mapleton,2189,3,3,0
Minnesota,Maplewood,41096,60,55,5
Minnesota,Marshall,13466,25,22,3
Minnesota,Medina,6952,12,11,1
Minnesota,Melrose,3663,6,5,1
Minnesota,Menahga,1302,3,3,0
Minnesota,Mendota Heights,11373,21,20,1
Minnesota,Milaca,2927,7,6,1
Minnesota,Minneapolis,435116,974,833,141
Minnesota,Minneota,1352,1,1,0
Minnesota,Minnesota Lake,634,1,1,0
Minnesota,Minnetonka,54561,63,55,8
Minnesota,Minnetrista,10738,17,13,4
Minnesota,Montevideo,5009,12,11,1
Minnesota,Montgomery,3061,8,7,1
Minnesota,Moorhead,44132,67,53,14
Minnesota,Moose Lake,2815,5,5,0
Minnesota,Morgan,834,1,1,0
Minnesota,Morris,5339,10,8,2
Minnesota,Motley,658,2,2,0
Minnesota,Mounds View,13421,23,21,2
Minnesota,Mountain Lake,2029,4,4,0
Minnesota,Nashwauk,948,4,4,0
Minnesota,New Brighton,22843,35,29,6
Minnesota,New Hope,20970,39,29,10
Minnesota,New Prague,8374,12,10,2
Minnesota,New Richland,1179,2,2,0
Minnesota,New Ulm,13181,22,22,0
Minnesota,New York Mills,1226,3,3,0
Minnesota,Nisswa,2112,6,6,0
Minnesota,North Branch,10841,14,12,2
Minnesota,Northfield,20820,29,24,5
Minnesota,North Mankato,14008,16,15,1
Minnesota,North St. Paul,12591,19,17,2
Minnesota,Oakdale,27990,39,31,8
Minnesota,Oak Park Heights,5071,10,9,1
Minnesota,Olivia,2316,5,5,0
Minnesota,Onamia,862,3,3,0
Minnesota,Orono,20387,31,27,4
Minnesota,Ortonville,1767,4,4,0
Minnesota,Osakis,1745,3,3,0
Minnesota,Osseo,2775,8,7,1
Minnesota,Owatonna,25720,40,36,4
Minnesota,Parkers Prairie,996,2,2,0
Minnesota,Park Rapids,4280,12,11,1
Minnesota,Paynesville,2530,5,5,0
Minnesota,Pelican Rapids,2563,5,5,0
Minnesota,Pequot Lakes,2315,7,6,1
Minnesota,Perham,3724,7,6,1
Minnesota,Pierz,1362,2,2,0
Minnesota,Pike Bay,1706,1,1,0
Minnesota,Pine River,925,3,3,0
Minnesota,Plainview,3293,8,7,1
Minnesota,Plymouth,80843,96,79,17
Minnesota,Preston,1285,3,3,0
Minnesota,Princeton,4728,14,12,2
Minnesota,Prior Lake,27748,34,30,4
Minnesota,Proctor,3025,8,7,1
Minnesota,Ramsey,28205,30,27,3
Minnesota,Red Wing,16304,32,27,5
Minnesota,Redwood Falls,4930,14,12,2
Minnesota,Renville,1178,3,3,0
Minnesota,Rice,1404,2,2,0
Minnesota,Richfield,36493,55,46,9
Minnesota,Robbinsdale,14437,29,23,6
Minnesota,Rochester,120336,209,145,64
Minnesota,Rogers,13769,23,20,3
Minnesota,Roseau,2677,6,5,1
Minnesota,Rosemount,25597,28,25,3
Minnesota,Roseville,36675,58,49,9
Minnesota,Rushford,1692,3,3,0
Minnesota,Sartell,19262,23,20,3
Minnesota,Sauk Centre,4528,8,7,1
Minnesota,Sauk Rapids,14300,18,17,1
Minnesota,Savage,33020,45,35,10
Minnesota,Sebeka,661,2,2,0
Minnesota,Shakopee,42076,58,46,12
Minnesota,Sherburn,1082,4,4,0
Minnesota,Silver Bay,1750,5,5,0
Minnesota,Slayton,1956,5,4,1
Minnesota,Sleepy Eye,3331,7,7,0
Minnesota,South Lake Minnetonka,12867,19,16,3
Minnesota,South St. Paul,20053,35,30,5
Minnesota,Springfield,1989,5,5,0
Minnesota,Spring Grove,1258,3,3,0
Minnesota,Spring Lake Park,6978,14,11,3
Minnesota,St. Anthony,9095,23,20,3
Minnesota,Staples,2999,8,7,1
Minnesota,Starbuck,1267,4,4,0
Minnesota,St. Charles,3760,7,7,0
Minnesota,St. Cloud,68751,135,109,26
Minnesota,St. Francis,7997,15,12,3
Minnesota,Stillwater,19736,27,22,5
Minnesota,St. James,4380,9,8,1
Minnesota,St. Joseph,7448,11,10,1
Minnesota,St. Louis Park,49058,69,56,13
Minnesota,St. Paul,309859,763,621,142
Minnesota,St. Paul Park,5374,8,8,0
Minnesota,St. Peter,12041,20,14,6
Minnesota,Thief River Falls,8849,17,15,2
Minnesota,Tracy,2068,3,3,0
Minnesota,Trimont,695,1,1,0
Minnesota,Truman,1034,2,2,0
Minnesota,Twin Valley,748,2,2,0
Minnesota,Two Harbors,3506,9,8,1
Minnesota,Tyler,1062,2,2,0
Minnesota,Verndale,567,2,2,0
Minnesota,Virginia,8337,24,24,0
Minnesota,Wabasha,2468,9,8,1
Minnesota,Wadena,4108,10,9,1
Minnesota,Waite Park,7812,21,18,3
Minnesota,Walker,932,3,3,0
Minnesota,Walnut Grove,799,1,1,0
Minnesota,Warroad,1795,6,5,1
Minnesota,Waseca,8805,20,18,2
Minnesota,Waterville,1894,4,4,0
Minnesota,Wayzata,6602,16,14,2
Minnesota,Wells,2152,5,5,0
Minnesota,Westbrook,700,1,1,0
Minnesota,West Concord,766,1,1,0
Minnesota,West Hennepin,5995,12,10,2
Minnesota,West St. Paul,20007,35,31,4
Minnesota,Wheaton,1275,3,3,0
Minnesota,White Bear Lake,26036,35,31,4
Minnesota,Willmar,19901,39,35,4
Minnesota,Windom,4358,10,9,1
Minnesota,Winnebago,1330,3,3,0
Minnesota,Winona,26487,43,39,4
Minnesota,Winsted,2230,4,4,0
Minnesota,Winthrop,1340,3,3,0
Minnesota,Woodbury,74110,79,68,11
Minnesota,Worthington,13131,35,24,11
Minnesota,Wyoming,8095,10,9,1
Minnesota,Zumbrota,3526,6,6,0
Mississippi,Aberdeen,5163,19,14,5
Mississippi,Ackerman,1438,5,5,0
Mississippi,Amory,6740,28,21,7
Mississippi,Batesville,7193,53,41,12
Mississippi,Bay Springs,1645,8,7,1
Mississippi,Biloxi,46433,179,126,53
Mississippi,Booneville,8472,28,21,7
Mississippi,Brandon,24545,47,34,13
Mississippi,Brookhaven,11886,45,35,10
Mississippi,Bruce,1805,6,6,0
Mississippi,Byram,11418,41,28,13
Mississippi,Canton,12103,31,19,12
Mississippi,Carthage,4753,22,16,6
Mississippi,Charleston,1836,10,10,0
Mississippi,Clarksdale,14591,39,31,8
Mississippi,Cleveland,10944,55,46,9
Mississippi,Clinton,24349,75,56,19
Mississippi,Coldwater,1518,5,5,0
Mississippi,Collins,2409,28,20,8
Mississippi,Crenshaw,841,2,2,0
Mississippi,Decatur,1692,5,5,0
Mississippi,D'Iberville,14298,37,34,3
Mississippi,Drew,1576,1,1,0
Mississippi,Durant,2220,8,4,4
Mississippi,Edwards,1000,3,3,0
Mississippi,Ellisville,4573,10,8,2
Mississippi,Eupora,1985,8,7,1
Mississippi,Fayette,1420,7,5,2
Mississippi,Flora,1859,10,9,1
Mississippi,Florence,4536,19,16,3
Mississippi,Flowood,9564,62,48,14
Mississippi,Forest,5517,20,16,4
Mississippi,Fulton,3984,11,11,0
Mississippi,Gautier,18479,40,28,12
Mississippi,Gloster,860,7,4,3
Mississippi,Grenada,12131,38,32,6
Mississippi,Gulfport,72142,211,158,53
Mississippi,Hattiesburg,45870,166,103,63
Mississippi,Hazlehurst,3699,21,13,8
Mississippi,Hernando,16675,53,42,11
Mississippi,Hollandale,2264,12,6,6
Mississippi,Holly Springs,7799,22,18,4
Mississippi,Horn Lake,27404,60,43,17
Mississippi,Houston,3405,4,2,2
Mississippi,Indianola,8877,28,20,8
Mississippi,Inverness,851,3,3,0
Mississippi,Iuka,2926,12,9,3
Mississippi,Kosciusko,6652,21,21,0
Mississippi,Laurel,18317,65,46,19
Mississippi,Leland,3694,20,14,6
Mississippi,Lexington,1425,11,11,0
Mississippi,Long Beach,16161,46,31,15
Mississippi,Louisville,5917,21,20,1
Mississippi,Lucedale,3179,21,15,6
Mississippi,Madison,25831,92,71,21
Mississippi,Magee,4062,42,32,10
Mississippi,Mendenhall,2374,8,5,3
Mississippi,Meridian,35855,89,69,20
Mississippi,Morton,3509,11,11,0
Mississippi,Moss Point,13315,34,25,9
Mississippi,Natchez,14497,46,38,8
Mississippi,New Augusta,597,1,1,0
Mississippi,Newton,3133,16,14,2
Mississippi,Ocean Springs,17917,48,34,14
Mississippi,Okolona,2577,9,9,0
Mississippi,Olive Branch,39566,103,84,19
Mississippi,Oxford,28866,91,79,12
Mississippi,Pascagoula,21633,69,49,20
Mississippi,Pass Christian,6527,27,20,7
Mississippi,Pearl,26596,80,60,20
Mississippi,Petal,10652,30,26,4
Mississippi,Philadelphia,7036,32,23,9
Mississippi,Picayune,10826,39,26,13
Mississippi,Pickens,979,4,4,0
Mississippi,Poplarville,2901,8,8,0
Mississippi,Purvis,2416,14,11,3
Mississippi,Quitman,2089,8,8,0
Mississippi,Raymond,2142,11,10,1
Mississippi,Richland,7276,48,35,13
Mississippi,Ridgeland,24080,84,58,26
Mississippi,Rolling Fork,1908,11,10,1
Mississippi,Ruleville,2512,16,16,0
Mississippi,Sandersville,728,15,15,0
Mississippi,Shelby,1920,7,2,5
Mississippi,Southaven,56573,156,123,33
Mississippi,Starkville,25854,66,57,9
Mississippi,Stonewall,963,8,8,0
Mississippi,Summit,1555,7,6,1
Mississippi,Sunflower,960,2,2,0
Mississippi,Terry,1246,2,2,0
Mississippi,Tupelo,38383,124,110,14
Mississippi,Union,1888,8,7,1
Mississippi,Utica,890,2,2,0
Mississippi,Vicksburg,21420,63,49,14
Mississippi,Water Valley,3242,10,9,1
Mississippi,Waveland,6287,20,19,1
Mississippi,Waynesboro,4779,10,10,0
Mississippi,West Point,10314,34,30,4
Mississippi,Wiggins,4555,21,15,6
Mississippi,Winona,3861,8,8,0
Mississippi,Yazoo City,10806,19,14,5
Missouri,Adrian,1588,4,4,0
Missouri,Advance,1335,3,3,0
Missouri,Annapolis,341,1,1,0
Missouri,Arbyrd,457,1,1,0
Missouri,Arcadia,555,3,3,0
Missouri,Arnold,21115,62,54,8
Missouri,Ashland,3996,8,7,1
Missouri,Aurora,7441,24,17,7
Missouri,Auxvasse,977,6,6,0
Missouri,Ava,2852,12,7,5
Missouri,Ballwin,30044,56,45,11
Missouri,Bel-Nor,1391,8,8,0
Missouri,Belton,23698,61,39,22
Missouri,Berkeley,8809,34,27,7
Missouri,Birch Tree,646,1,1,0
Missouri,Bonne Terre,7135,10,10,0
Missouri,Boonville,8450,28,21,7
Missouri,Bourbon,1579,5,5,0
Missouri,Bowling Green,5617,12,10,2
Missouri,Branson,11745,68,48,20
Missouri,Branson West,443,14,14,0
Missouri,Breckenridge Hills,4548,18,16,2
Missouri,Brentwood,7957,29,28,1
Missouri,Bridgeton,11521,65,57,8
Missouri,Brookfield,4179,12,10,2
Missouri,Buckner,3016,8,7,1
Missouri,Buffalo,3092,8,7,1
Missouri,California,4429,8,7,1
Missouri,Calverton Park,1266,12,9,3
Missouri,Cameron,9618,24,16,8
Missouri,Campbell,1788,8,8,0
Missouri,Canalou,297,1,1,0
Missouri,Carl Junction,8366,16,11,5
Missouri,Caruthersville,5268,14,13,1
Missouri,Cassville,3293,10,10,0
Missouri,Centralia,4298,13,9,4
Missouri,Charleston,5422,18,12,6
Missouri,Chesterfield,47544,112,98,14
Missouri,Chillicothe,9735,27,18,9
Missouri,Clarkton,1138,2,2,0
Missouri,Clayton,16837,54,45,9
Missouri,Clever,2842,7,6,1
Missouri,Columbia,124829,195,158,37
Missouri,Country Club Hills,1244,7,7,0
Missouri,Country Club Village,2501,1,1,0
Missouri,Crestwood,11829,30,24,6
Missouri,Creve Coeur,18716,52,47,5
Missouri,Crocker,1030,3,3,0
Missouri,Crystal City,4685,22,16,6
Missouri,Cuba,3286,16,15,1
Missouri,Delta,423,1,1,0
Missouri,De Soto,6341,28,19,9
Missouri,Dexter,7807,26,18,8
Missouri,Diamond,912,2,2,0
Missouri,Doniphan,1907,10,6,4
Missouri,East Prairie,2922,9,4,5
Missouri,Edgar Springs,193,1,1,0
Missouri,Edmundson,828,11,10,1
Missouri,Eldon,4721,13,12,1
Missouri,El Dorado Springs,3617,12,8,4
Missouri,Ellisville,9927,25,24,1
Missouri,Ellsinore,427,2,2,0
Missouri,Excelsior Springs,11802,32,23,9
Missouri,Farmington,19446,32,30,2
Missouri,Fayette,2689,7,7,0
Missouri,Ferguson,20454,39,34,5
Missouri,Flordell Hills,799,8,8,0
Missouri,Florissant,50812,118,92,26
Missouri,Fordland,852,1,1,0
Missouri,Forsyth,2570,7,6,1
Missouri,Fredericktown,3984,15,14,1
Missouri,Frontenac,3839,22,21,1
Missouri,Fulton,12578,30,24,6
Missouri,Galena,437,1,1,0
Missouri,Gideon,960,2,2,0
Missouri,Grain Valley,14722,28,23,5
Missouri,Granby,2080,4,4,0
Missouri,Grandview,24898,66,52,14
Missouri,Hamilton,1671,5,5,0
Missouri,Hannibal,17299,45,34,11
Missouri,Hardin,533,1,1,0
Missouri,Harrisonville,10083,29,23,6
Missouri,Hartville,605,2,2,0
Missouri,Hayti,2458,5,5,0
Missouri,Hazelwood,25051,78,59,19
Missouri,Herculaneum,4216,9,8,1
Missouri,Hermann,2332,12,6,6
Missouri,Higginsville,4589,22,10,12
Missouri,Highlandville,1066,1,1,0
Missouri,Hillsdale,1549,12,11,1
Missouri,Holden,2234,7,7,0
Missouri,Holts Summit,5157,12,10,2
Missouri,Houston,2081,8,8,0
Missouri,Howardville,333,2,1,1
Missouri,Independence,116648,257,176,81
Missouri,Ironton,1381,8,8,0
Missouri,Jackson,14955,30,29,1
Missouri,Jasper,976,2,2,0
Missouri,Jefferson City,42653,124,88,36
Missouri,Kansas City,499335,1241,989,252
Missouri,Kearney,11164,17,16,1
Missouri,Kennett,10005,40,30,10
Missouri,Kirkwood,27834,88,60,28
Missouri,Knob Noster,2792,8,7,1
Missouri,Ladue,8627,34,29,5
Missouri,La Grange,888,5,5,0
Missouri,Lake Lafayette,337,1,1,0
Missouri,Lake Lotawana,2129,7,6,1
Missouri,Lake Ozark,1856,16,11,5
Missouri,Lakeshire,1384,10,10,0
Missouri,Lake St. Louis,17136,42,34,8
Missouri,Lake Tapawingo,718,4,3,1
Missouri,Lake Winnebago,1285,7,7,0
Missouri,La Plata,1302,4,4,0
Missouri,Laurie,969,4,4,0
Missouri,Leadington,622,1,1,0
Missouri,Lee's Summit,100268,192,140,52
Missouri,Lexington,4513,10,8,2
Missouri,Licking,3070,5,5,0
Missouri,Lincoln,1194,4,4,0
Missouri,Linn,1610,5,5,0
Missouri,Lone Jack,1357,9,8,1
Missouri,Louisiana,3191,6,5,1
Missouri,Malden,3851,15,13,2
Missouri,Manchester,18072,39,35,4
Missouri,Mansfield,1240,5,5,0
Missouri,Maplewood,8096,35,33,2
Missouri,Marble Hill,1461,5,4,1
Missouri,Marionville,2175,2,2,0
Missouri,Marshall,12817,31,24,7
Missouri,Marshfield,7667,12,11,1
Missouri,Maryland Heights,26901,112,77,35
Missouri,Memphis,1835,3,3,0
Missouri,Merriam Woods,1858,5,5,0
Missouri,Mexico,11517,29,28,1
Missouri,Milan,1755,4,4,0
Missouri,Miner,930,10,10,0
Missouri,Moline Acres,2338,18,17,1
Missouri,Monett,9150,23,21,2
Missouri,Morehouse,854,1,1,0
Missouri,Moscow Mills,3620,8,8,0
Missouri,Mound City,1026,2,2,0
Missouri,Mountain View,2641,8,7,1
Missouri,Mount Vernon,4502,11,11,0
Missouri,Neosho,12077,29,27,2
Missouri,New Franklin,1054,3,3,0
Missouri,New London,987,2,2,0
Missouri,Nixa,22924,39,33,6
Missouri,Normandy,7405,26,25,1
Missouri,Northwoods,4350,16,15,1
Missouri,Oakland,1366,88,60,28
Missouri,Odessa,5238,11,10,1
Missouri,Old Monroe,290,2,1,1
Missouri,Olivette,7829,23,22,1
Missouri,Oregon,756,1,1,0
Missouri,Oronogo,2700,4,4,0
Missouri,Orrick,800,2,2,0
Missouri,Osage Beach,4696,25,23,2
